会员卡号,此次消费的会员积分,积分等级,年龄,年龄段,入会时长,消费次数,消费频率,消费金额,消费水平,平均每单金额,价值属性,最后一次消费距今时长,柜组名称
be3e2313,21596.0,积分中等级,46,中年,620,9,中频消费,28148.64,中等消费水平,3127.6266666666666,单均价值一般,88,LIME
be3e50f3,1996.0,积分低等级,54,中年,1057,1,低频消费,1996.0,低消费水平,1996.0,单均价值一般,319,ICICLE 柜
be3e7968,127642.0,积分高等级,45,中年,1050,13,中频消费,137249.0,高消费水平,10557.615384615385,单均价值高,72,ARMANI COLLEZIONI
be3f0f77,11632.0,积分中等级,50,中年,902,1,低频消费,11632.0,中等消费水平,11632.0,单均价值高,902,SATCHI男装
be403044,3030.0,积分低等级,32,青年,357,2,低频消费,3030.0,低消费水平,1515.0,单均价值一般,357,雅诗兰黛ESTEE LAUDER
be432df8,162.0,积分低等级,36,青年,578,1,低频消费,5162.0,低消费水平,5162.0,单均价值高,578,ELLE男包专柜
be44e918,2924.0,积分低等级,54,中年,355,2,低频消费,2924.0,低消费水平,1462.0,单均价值一般,169,TOP柜
be45d45e,1302.0,积分低等级,28,青年,607,2,低频消费,5312.0,低消费水平,2656.0,单均价值一般,487,COACH 柜
be47ea10,4554.0,积分低等级,47,中年,278,1,低频消费,4554.0,低消费水平,4554.0,单均价值高,278,吉弗雷 柜
be486dde,890.0,积分低等级,26,青年,216,1,低频消费,890.0,低消费水平,890.0,单均价值一般,216,YSL
be4d7e6d,3670.0,积分低等级,28,青年,915,2,低频消费,3670.0,低消费水平,1835.0,单均价值一般,915,雅诗兰黛ESTEE LAUDER
be5008d4,3159.0,积分低等级,37,青年,3,1,低频消费,8098.0,低消费水平,8098.0,单均价值高,3,Badgley Mischka
be57ac3d,7401.0,积分低等级,54,中年,1067,6,低频消费,7401.0,低消费水平,1233.5,单均价值一般,38,LANCOME
be5967ec,0.0,积分低等级,55,中年,1020,1,低频消费,682.0,低消费水平,682.0,单均价值一般,1020,兰芝柜
be5a37fb,12930.0,积分中等级,32,青年,1066,4,低频消费,12930.0,中等消费水平,3232.5,单均价值一般,928,海蓝之谜
be5a792b,14307.0,积分中等级,50,中年,1061,4,低频消费,14357.0,中等消费水平,3589.25,单均价值高,159,二十三区柜
be629ff4,254.0,积分低等级,30,青年,725,1,低频消费,254.0,低消费水平,254.0,单均价值低,725,ADSE 柜
be65a147,11293.0,积分中等级,45,中年,39,5,低频消费,11762.6,中等消费水平,2352.52,单均价值一般,4,Shu Uemura
be6c0adf,0.0,积分低等级,25,青年,570,1,低频消费,1630.0,低消费水平,1630.0,单均价值一般,570,雅诗兰黛ESTEE LAUDER
be6f1791,1058.0,积分低等级,29,青年,725,1,低频消费,1058.0,低消费水平,1058.0,单均价值一般,725,cabbeen urban
be7019b1,30437.0,积分中等级,56,中年,1038,6,低频消费,30437.0,中等消费水平,5072.833333333333,单均价值高,211,蓝豹柜
be713cf1,1555.0,积分低等级,39,青年,634,1,低频消费,1555.0,低消费水平,1555.0,单均价值一般,634,YSL
be718307,68.0,积分低等级,56,中年,933,1,低频消费,6764.0,低消费水平,6764.0,单均价值高,933,六福柜
be7426ec,3498.0,积分低等级,34,青年,923,2,低频消费,4450.0,低消费水平,2225.0,单均价值一般,116,KODICE 柜
be769e0c,4949.0,积分低等级,46,中年,611,5,低频消费,4949.0,低消费水平,989.8,单均价值一般,263,Dior
be7a267e,2265.0,积分低等级,31,青年,1036,3,低频消费,2265.0,低消费水平,755.0,单均价值一般,881,芭比波朗柜
be7d4076,205.0,积分低等级,53,中年,171,1,低频消费,205.0,低消费水平,205.0,单均价值低,171,欧舒丹柜
be8330f7,10735.0,积分中等级,46,中年,1020,10,中频消费,35054.44,中等消费水平,3505.4440000000004,单均价值高,180,Marisfrolg
be853b59,4295.0,积分低等级,36,青年,1053,3,低频消费,4295.0,低消费水平,1431.6666666666667,单均价值一般,1051,香奈儿柜
be857a02,4200.0,积分低等级,39,青年,260,1,低频消费,4200.0,低消费水平,4200.0,单均价值高,260,HUGO BOSS柜
be868796,3668.0,积分低等级,46,中年,594,2,低频消费,3668.0,低消费水平,1834.0,单均价值一般,594,VASTO柜
be8810b3,1446.0,积分低等级,53,中年,1053,2,低频消费,1446.0,低消费水平,723.0,单均价值一般,1053,wacoal柜
be8896a6,390.0,积分低等级,49,中年,137,1,低频消费,390.0,低消费水平,390.0,单均价值低,137,雅诗兰黛ESTEE LAUDER
be88f567,3312.0,积分低等级,48,中年,880,1,低频消费,3312.0,低消费水平,3312.0,单均价值一般,880,雅格名鞋廊
be8948e0,18484.0,积分中等级,54,中年,622,13,中频消费,25635.9,中等消费水平,1971.9923076923078,单均价值一般,3,OHUI/后
be8be6f1,10344.0,积分中等级,49,中年,515,22,中频消费,24429.7,中等消费水平,1110.4409090909091,单均价值一般,129,欧莱雅柜
be8ec7a2,2682.0,积分低等级,34,青年,981,1,低频消费,2682.0,低消费水平,2682.0,单均价值一般,981,JuicyCouture柜
be8f7532,300.0,积分低等级,25,青年,639,1,低频消费,300.0,低消费水平,300.0,单均价值低,639,Dior
be8f8a56,75537.0,积分中等级,43,中年,1061,24,中频消费,92954.57,中等消费水平,3873.107083333334,单均价值高,3,阿玛尼GIORGIO ARMANI
be90ab5f,9638.0,积分低等级,51,中年,1053,4,低频消费,4193.0,低消费水平,1048.25,单均价值一般,1053,PAWINPAW 柜
be96d7f2,22296.0,积分中等级,42,中年,382,12,中频消费,22984.0,中等消费水平,1915.3333333333333,单均价值一般,73,CLARINS
be988df2,5052.0,积分低等级,43,中年,607,3,低频消费,12651.6,中等消费水平,4217.2,单均价值高,465,Marisfrolg
be9a2a7a,10885.0,积分中等级,61,中年,278,3,低频消费,10885.0,中等消费水平,3628.3333333333335,单均价值高,253,欧舒丹柜
be9a2b6c,1420.0,积分低等级,47,中年,966,1,低频消费,1420.0,低消费水平,1420.0,单均价值一般,966,迪奥(Dior)
be9a8a53,1407.0,积分低等级,41,中年,88,1,低频消费,1407.0,低消费水平,1407.0,单均价值一般,88,Koradior
bea2295d,1550.0,积分低等级,28,青年,948,1,低频消费,7752.0,低消费水平,7752.0,单均价值高,948,六福柜
bea24709,2935.0,积分低等级,32,青年,1061,5,低频消费,5774.5,低消费水平,1154.9,单均价值一般,129,CLINIQUE
bea498cf,36108.0,积分中等级,39,青年,1059,7,中频消费,32057.0,中等消费水平,4579.571428571428,单均价值高,189,芭比波朗柜
bea88d4c,1730.0,积分低等级,31,青年,911,1,低频消费,1730.0,低消费水平,1730.0,单均价值一般,911,LANCOME
bea8baa9,5246.0,积分低等级,35,青年,652,3,低频消费,5246.0,低消费水平,1748.6666666666667,单均价值一般,627,LANCOME
beb34e17,3254.0,积分低等级,28,青年,1093,2,低频消费,3254.0,低消费水平,1627.0,单均价值一般,1093,思加图柜
beb55348,243659.0,积分高等级,47,中年,1098,31,高频消费,373677.9,高消费水平,12054.125806451613,单均价值高,3,CARBANNIA（卡邦尼）
beb70fcf,11566.0,积分中等级,48,中年,1024,5,低频消费,16419.940000000002,中等消费水平,3283.9880000000003,单均价值一般,47,HUGO BOSS柜
beb7c26d,660.0,积分低等级,31,青年,1025,1,低频消费,660.0,低消费水平,660.0,单均价值一般,1025,沙驰女包柜
bec0156a,0.0,积分低等级,27,青年,495,1,低频消费,1125.0,低消费水平,1125.0,单均价值一般,495,雅诗兰黛ESTEE LAUDER
bec11cf4,599.0,积分低等级,49,中年,458,1,低频消费,599.0,低消费水平,599.0,单均价值一般,458,AD KIDS
bec156ec,0.0,积分低等级,40,青年,976,1,低频消费,3332.0,低消费水平,3332.0,单均价值一般,976,雅诗兰黛(ESTEE LAUDE
bec161e0,28341.0,积分中等级,43,中年,575,13,中频消费,29640.399999999998,中等消费水平,2280.0307692307692,单均价值一般,3,BIOTHERM
bec36c38,1870.0,积分低等级,36,青年,31,2,低频消费,1870.0,低消费水平,935.0,单均价值一般,31,科颜氏(Kiehl's)
bec51bf0,10080.0,积分中等级,59,中年,180,4,低频消费,12185.04,中等消费水平,3046.26,单均价值一般,177,ARMANI COLLEZIONI
bec66e15,0.0,积分低等级,46,中年,255,3,低频消费,5773.0,低消费水平,1924.3333333333333,单均价值一般,102,Dior
bec6cd88,390.0,积分低等级,55,中年,1031,1,低频消费,390.0,低消费水平,390.0,单均价值低,1031,和音柜
bec87153,13541.0,积分中等级,42,中年,345,6,低频消费,16403.0,中等消费水平,2733.8333333333335,单均价值一般,241,KENT&CURWEN柜
becb7830,1170.0,积分低等级,46,中年,523,1,低频消费,1170.0,低消费水平,1170.0,单均价值一般,523,雅诗兰黛ESTEE LAUDER
bed09568,449.0,积分低等级,61,中年,391,1,低频消费,449.0,低消费水平,449.0,单均价值低,391,ENWEIS
bed16e50,2366.0,积分低等级,37,青年,1088,2,低频消费,2366.0,低消费水平,1183.0,单均价值一般,1081,LEO柜
bed322a0,3909.0,积分低等级,45,中年,419,2,低频消费,3909.0,低消费水平,1954.5,单均价值一般,419,双立人柜
bed577ff,1840.0,积分低等级,33,青年,892,1,低频消费,1840.0,低消费水平,1840.0,单均价值一般,892,兰芝柜
bedc88fc,7500.0,积分低等级,37,青年,1093,12,中频消费,7500.0,低消费水平,625.0,单均价值一般,661,兰芝柜
bedebae6,226683.0,积分高等级,48,中年,1081,65,高频消费,283731.3,高消费水平,4365.096923076923,单均价值高,3,GUERLAIN
bedfce52,7440.0,积分低等级,40,青年,899,5,低频消费,7440.0,低消费水平,1488.0,单均价值一般,465,OXETTE柜
bee1b193,2190.0,积分低等级,40,青年,1038,4,低频消费,2190.0,低消费水平,547.5,单均价值一般,386,LANCOME
bee26b44,2490.0,积分低等级,32,青年,970,5,低频消费,3516.0,低消费水平,703.2,单均价值一般,234,Shu Uemura
bee2f5fd,1940.0,积分低等级,39,青年,353,2,低频消费,3017.02,低消费水平,1508.51,单均价值一般,31,LANCOME
bee47c36,36539.0,积分中等级,55,中年,942,11,中频消费,42446.58,中等消费水平,3858.78,单均价值高,39,DISSONA
bee648ac,0.0,积分低等级,31,青年,984,3,低频消费,2482.3599999999997,低消费水平,827.4533333333333,单均价值一般,969,PANDORA柜
bee6b421,9638.0,积分低等级,51,中年,934,5,低频消费,14336.0,中等消费水平,2867.2,单均价值一般,29,23区
bee741c3,66414.0,积分中等级,56,中年,445,33,高频消费,139865.95,高消费水平,4238.362121212122,单均价值高,4,GUERLAIN
beea5adc,888.0,积分低等级,40,青年,73,1,低频消费,888.0,低消费水平,888.0,单均价值一般,73,WMF 柜
beeb6b49,20.0,积分低等级,54,中年,622,1,低频消费,20.0,低消费水平,20.0,单均价值低,622,Dior
beebcccf,1883.0,积分低等级,37,青年,647,6,低频消费,1883.0,低消费水平,313.8333333333333,单均价值低,371,CHANEL
beee13e0,4650.0,积分低等级,34,青年,606,7,中频消费,10608.0,中等消费水平,1515.4285714285713,单均价值一般,220,CHANEL
beee7eb0,10575.0,积分中等级,49,中年,646,4,低频消费,10575.0,中等消费水平,2643.75,单均价值一般,574,雅诗兰黛ESTEE LAUDER
bef08499,7407.0,积分低等级,55,中年,39,4,低频消费,7407.0,低消费水平,1851.75,单均价值一般,39,Shu Uemura
bef0fe9e,7.0,积分低等级,39,青年,955,2,低频消费,652.0,低消费水平,326.0,单均价值低,955,六福柜
bef128d4,600.0,积分低等级,33,青年,225,1,低频消费,600.0,低消费水平,600.0,单均价值一般,225,雅诗兰黛ESTEE LAUDER
bef2d7f0,1200.0,积分低等级,28,青年,1056,3,低频消费,1200.0,低消费水平,400.0,单均价值低,601,Shu Uemura
bef2edb5,11137.0,积分中等级,33,青年,284,3,低频消费,11137.0,中等消费水平,3712.3333333333335,单均价值高,274,ROOKIE
bef44635,40691.0,积分中等级,47,中年,1053,30,中频消费,99946.45,中等消费水平,3331.548333333333,单均价值一般,3,OHUI/后
bef46b5b,9007.0,积分低等级,48,中年,367,2,低频消费,9007.0,低消费水平,4503.5,单均价值高,367,Koradior
befaac80,944.0,积分低等级,37,青年,877,1,低频消费,944.0,低消费水平,944.0,单均价值一般,877,VME柜
bf004812,1520.0,积分低等级,28,青年,891,1,低频消费,1520.0,低消费水平,1520.0,单均价值一般,891,CHANEL
bf010f89,505.0,积分低等级,32,青年,1078,2,低频消费,505.0,低消费水平,252.5,单均价值低,1030,HR 赫莲娜
bf018bea,1461.0,积分低等级,36,青年,981,7,中频消费,7038.28,低消费水平,1005.4685714285714,单均价值一般,969,Triumph
bf060df8,80844.0,积分中等级,56,中年,173,8,中频消费,127622.5,高消费水平,15952.8125,单均价值高,38,SONG OF SONG
bf06e90b,5535.0,积分低等级,35,青年,866,10,中频消费,7433.6,低消费水平,743.36,单均价值一般,165,CLARINS
bf07f249,6009.0,积分低等级,22,青年,505,5,低频消费,15945.0,中等消费水平,3189.0,单均价值一般,34,阿玛尼GIORGIO ARMANI
bf084360,207885.0,积分高等级,57,中年,1095,34,高频消费,221516.15,高消费水平,6515.180882352941,单均价值高,4,LANCOME
bf099cb2,530.0,积分低等级,46,中年,228,1,低频消费,530.0,低消费水平,530.0,单均价值一般,228,LANCOME
bf0c95a3,1100.0,积分低等级,28,青年,987,1,低频消费,1100.0,低消费水平,1100.0,单均价值一般,987,施华洛世奇柜
bf0f7e1d,1150.0,积分低等级,35,青年,955,1,低频消费,1150.0,低消费水平,1150.0,单均价值一般,955,AUPRES
bf125dd8,663.0,积分低等级,24,青年,19,1,低频消费,663.0,低消费水平,663.0,单均价值一般,19,阿斯顿马丁（男包）
bf12e928,22942.0,积分中等级,41,中年,648,18,中频消费,28634.02,中等消费水平,1590.778888888889,单均价值一般,9,VASTO柜
bf1682bd,1110.0,积分低等级,29,青年,942,1,低频消费,1110.0,低消费水平,1110.0,单均价值一般,942,茱莉蔻(Jurlique)
bf175256,2410.0,积分低等级,29,青年,1025,2,低频消费,2410.0,低消费水平,1205.0,单均价值一般,1025,雅诗兰黛柜
bf175839,1930.0,积分低等级,52,中年,951,2,低频消费,1930.0,低消费水平,965.0,单均价值一般,951,SK-II
bf185556,17744.0,积分中等级,29,青年,647,9,中频消费,18675.0,中等消费水平,2075.0,单均价值一般,127,LANCOME
bf19b00a,412691.62,积分高等级,42,中年,1093,47,高频消费,463399.32,高消费水平,9859.56,单均价值高,10,ARMANI COLLEZIONI
bf1fc85e,570.0,积分低等级,47,中年,562,1,低频消费,570.0,低消费水平,570.0,单均价值一般,562,雅诗兰黛ESTEE LAUDER
bf202777,98919.0,积分中等级,48,中年,1092,16,中频消费,98919.0,中等消费水平,6182.4375,单均价值高,210,HUGO BOSS柜
bf204391,5336.0,积分低等级,50,中年,1087,6,低频消费,5588.0,低消费水平,931.3333333333334,单均价值一般,607,BOBBI BROWN
bf20c781,5295.0,积分低等级,34,青年,496,5,低频消费,33573.0,中等消费水平,6714.6,单均价值高,342,CLINIQUE
bf2155f1,0.0,积分低等级,46,中年,605,1,低频消费,1820.7,低消费水平,1820.7,单均价值一般,605,S.D.Spontini
bf28be9e,2848.0,积分低等级,34,青年,1090,2,低频消费,5412.0,低消费水平,2706.0,单均价值一般,439,周大福柜
bf2ae6cb,7518.0,积分低等级,22,青年,646,5,低频消费,7518.0,低消费水平,1503.6,单均价值一般,23,CHANEL
bf2d8be3,1366.0,积分低等级,62,中年,1060,2,低频消费,2366.0,低消费水平,1183.0,单均价值一般,1060,SF FASHION 柜
bf2dae2e,650.0,积分低等级,30,青年,63,2,低频消费,650.0,低消费水平,325.0,单均价值低,63,兰芝柜
bf305be0,5503.0,积分低等级,50,中年,899,7,中频消费,5503.0,低消费水平,786.1428571428571,单均价值一般,38,雅诗兰黛ESTEE LAUDER
bf337794,30.0,积分低等级,45,中年,453,1,低频消费,30.0,低消费水平,30.0,单均价值低,453,Shu Uemura
bf34473d,3503.0,积分低等级,40,青年,553,2,低频消费,4325.0,低消费水平,2162.5,单均价值一般,170,LANCOME
bf39e9cd,2328.0,积分低等级,37,青年,948,1,低频消费,2328.0,低消费水平,2328.0,单均价值一般,948,兰芝柜
bf3a5a41,0.0,积分低等级,24,青年,867,1,低频消费,175.5,低消费水平,175.5,单均价值低,867,BIOTHERM
bf3ea10f,66702.0,积分中等级,35,青年,441,2,低频消费,66702.0,中等消费水平,33351.0,单均价值高,440,ICICLE
bf3fcf74,4755.0,积分低等级,35,青年,1077,1,低频消费,4755.0,低消费水平,4755.0,单均价值高,1077,香奈儿柜
bf41310b,20041.0,积分中等级,53,中年,1094,8,中频消费,35129.0,中等消费水平,4391.125,单均价值高,17,LANCOME
bf41a4ad,14090.0,积分中等级,38,青年,1017,5,低频消费,14272.0,中等消费水平,2854.4,单均价值一般,985,蓝豹柜
bf41ccd4,1752.0,积分低等级,33,青年,631,3,低频消费,1752.0,低消费水平,584.0,单均价值一般,403,Fancl柜
bf4713f1,4720.0,积分低等级,39,青年,647,2,低频消费,6856.2,低消费水平,3428.1,单均价值一般,180,施华洛世奇柜
bf48a11e,3545.0,积分低等级,41,中年,1084,2,低频消费,3545.0,低消费水平,1772.5,单均价值一般,1084,CC 柜
bf4a56bb,26563.16,积分中等级,43,中年,1098,8,中频消费,26563.16,中等消费水平,3320.395,单均价值一般,876,兰蔻柜
bf4df042,780.0,积分低等级,45,中年,1057,2,低频消费,780.0,低消费水平,390.0,单均价值低,618,AD KIDS
bf4f0ee7,1508.0,积分低等级,42,中年,979,2,低频消费,3358.0,低消费水平,1679.0,单均价值一般,876,作品（特卖）柜
bf500c92,0.0,积分低等级,45,中年,1056,3,低频消费,1943.0,低消费水平,647.6666666666666,单均价值一般,910,LEOTOT
bf50411c,3531.0,积分低等级,33,青年,367,2,低频消费,3531.0,低消费水平,1765.5,单均价值一般,115,Juicy Couture
bf533e0b,0.0,积分低等级,24,青年,971,3,低频消费,686.7,低消费水平,228.9,单均价值低,971,Fancl柜
bf535f16,2322.0,积分低等级,51,中年,214,1,低频消费,2322.0,低消费水平,2322.0,单均价值一般,214,嘉宝柜
bf5395be,34053.0,积分中等级,42,中年,1067,22,中频消费,42301.3,中等消费水平,1922.7863636363638,单均价值一般,60,双立人柜
bf541cc3,4279.0,积分低等级,30,青年,904,2,低频消费,4279.0,低消费水平,2139.5,单均价值一般,487,VICUTU
bf56330f,5489.0,积分低等级,51,中年,1051,4,低频消费,5588.9,低消费水平,1397.225,单均价值一般,280,ZUCZUG
bf5a5919,12699.0,积分中等级,43,中年,1051,1,低频消费,14700.0,中等消费水平,14700.0,单均价值高,1051,威可多柜
